,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,CRS_DEP_TIME,DEP_TIME,TAXI_OUT,TAXI_IN,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,DEP_DELAY
892,6.0,28.0,2.0,8,1929.0,1919.0,28.0,3.0,77.0,72.0,-10.0
893,3.0,8.0,2.0,5,810.0,809.0,13.0,4.0,204.0,179.0,-1.0
894,7.0,10.0,7.0,3,1353.0,1357.0,13.0,5.0,107.0,84.0,4.0
895,4.0,14.0,4.0,8,650.0,642.0,8.0,3.0,70.0,29.0,-8.0
896,5.0,28.0,6.0,8,1337.0,1329.0,20.0,9.0,56.0,64.0,-8.0
897,11.0,22.0,2.0,6,1450.0,1448.0,22.0,6.0,290.0,295.0,-2.0
898,5.0,29.0,7.0,2,1940.0,1937.0,13.0,4.0,157.0,150.0,-3.0
899,1.0,5.0,2.0,10,1212.0,1211.0,15.0,5.0,47.0,49.0,-1.0
901,7.0,26.0,2.0,6,1440.0,1453.0,19.0,8.0,192.0,178.0,13.0
903,2.0,28.0,7.0,8,1418.0,1420.0,10.0,7.0,57.0,51.0,2.0
904,12.0,25.0,7.0,2,1951.0,1947.0,16.0,3.0,77.0,68.0,-4.0
905,6.0,9.0,4.0,2,1420.0,1418.0,10.0,6.0,113.0,93.0,-2.0
906,5.0,28.0,6.0,10,1108.0,1107.0,6.0,5.0,38.0,44.0,-1.0
907,7.0,28.0,4.0,5,2015.0,2015.0,15.0,7.0,100.0,95.0,0.0
908,3.0,31.0,4.0,1,1855.0,1854.0,7.0,10.0,155.0,156.0,-1.0
909,8.0,30.0,2.0,6,803.0,755.0,13.0,9.0,149.0,136.0,-8.0
910,10.0,18.0,2.0,11,645.0,645.0,11.0,6.0,145.0,136.0,0.0
911,3.0,20.0,7.0,0,1326.0,1316.0,8.0,8.0,79.0,69.0,-10.0
912,5.0,20.0,5.0,1,1320.0,1329.0,9.0,3.0,65.0,57.0,9.0
914,11.0,28.0,1.0,6,1010.0,1002.0,28.0,3.0,221.0,212.0,-8.0
915,7.0,3.0,7.0,6,37.0,36.0,14.0,7.0,226.0,211.0,-1.0
917,11.0,5.0,6.0,0,1442.0,1443.0,12.0,9.0,79.0,63.0,1.0
918,12.0,6.0,2.0,1,1510.0,1507.0,7.0,5.0,155.0,145.0,-3.0
919,11.0,17.0,4.0,2,1502.0,1503.0,16.0,9.0,78.0,69.0,1.0
920,1.0,22.0,5.0,1,915.0,915.0,7.0,8.0,70.0,64.0,0.0
924,1.0,31.0,7.0,1,2020.0,2016.0,12.0,7.0,110.0,109.0,-4.0
926,2.0,18.0,4.0,7,1340.0,1341.0,15.0,5.0,89.0,77.0,1.0
928,5.0,27.0,5.0,1,1000.0,955.0,14.0,6.0,285.0,268.0,-5.0
930,9.0,21.0,3.0,1,1910.0,1914.0,10.0,8.0,140.0,123.0,4.0
932,4.0,4.0,1.0,6,805.0,757.0,16.0,16.0,258.0,252.0,-8.0
933,10.0,7.0,5.0,0,710.0,702.0,21.0,4.0,113.0,111.0,-8.0
934,7.0,28.0,4.0,10,1802.0,1812.0,11.0,5.0,45.0,48.0,10.0
935,1.0,10.0,7.0,3,1114.0,1116.0,27.0,5.0,64.0,79.0,2.0
937,12.0,28.0,3.0,2,1504.0,1501.0,7.0,16.0,161.0,152.0,-3.0
938,8.0,17.0,3.0,2,1235.0,1229.0,20.0,5.0,168.0,154.0,-6.0
943,3.0,4.0,5.0,0,1809.0,1804.0,19.0,4.0,74.0,62.0,-5.0
944,5.0,11.0,3.0,1,1420.0,1420.0,7.0,4.0,75.0,67.0,0.0
946,6.0,30.0,4.0,1,835.0,840.0,14.0,4.0,110.0,107.0,5.0
948,10.0,3.0,1.0,2,1125.0,1118.0,16.0,8.0,147.0,133.0,-7.0
949,6.0,10.0,5.0,7,720.0,713.0,13.0,2.0,87.0,80.0,-7.0
950,3.0,20.0,7.0,1,2110.0,2101.0,6.0,4.0,130.0,127.0,-9.0
951,7.0,22.0,5.0,1,640.0,635.0,9.0,7.0,235.0,219.0,-5.0
952,10.0,1.0,6.0,8,1530.0,1525.0,22.0,6.0,126.0,116.0,-5.0
953,12.0,26.0,1.0,1,1200.0,1157.0,6.0,5.0,140.0,130.0,-3.0
954,8.0,28.0,7.0,2,1630.0,1640.0,22.0,12.0,170.0,160.0,10.0
955,4.0,24.0,7.0,0,1930.0,1931.0,11.0,11.0,83.0,75.0,1.0
957,11.0,9.0,3.0,1,1300.0,1322.0,11.0,4.0,115.0,116.0,22.0
958,8.0,3.0,3.0,10,615.0,609.0,9.0,5.0,42.0,43.0,-6.0
959,7.0,16.0,6.0,1,1335.0,1331.0,9.0,3.0,60.0,57.0,-4.0
960,2.0,18.0,4.0,6,1644.0,1644.0,10.0,8.0,211.0,202.0,0.0
962,6.0,27.0,1.0,2,1820.0,1820.0,10.0,5.0,173.0,143.0,0.0
963,6.0,5.0,7.0,2,810.0,804.0,8.0,5.0,120.0,112.0,-6.0
964,5.0,15.0,7.0,1,1310.0,1313.0,7.0,5.0,120.0,109.0,3.0
965,2.0,7.0,7.0,7,1600.0,1554.0,15.0,5.0,170.0,169.0,-6.0
966,1.0,15.0,5.0,7,1751.0,1746.0,13.0,9.0,99.0,89.0,-5.0
967,3.0,26.0,6.0,6,1327.0,1333.0,17.0,7.0,132.0,116.0,6.0
968,6.0,26.0,7.0,8,830.0,818.0,23.0,4.0,95.0,98.0,-12.0
970,12.0,12.0,1.0,1,930.0,929.0,9.0,11.0,150.0,135.0,-1.0
971,6.0,19.0,7.0,0,1320.0,1313.0,12.0,6.0,124.0,126.0,-7.0
972,1.0,21.0,4.0,7,1310.0,1308.0,18.0,5.0,259.0,262.0,-2.0
973,11.0,2.0,3.0,0,659.0,645.0,13.0,8.0,110.0,92.0,-14.0
974,12.0,10.0,6.0,7,715.0,709.0,12.0,6.0,68.0,46.0,-6.0
975,10.0,8.0,6.0,9,1740.0,1737.0,21.0,5.0,80.0,81.0,-3.0
976,4.0,25.0,1.0,3,600.0,554.0,15.0,7.0,201.0,195.0,-6.0
980,6.0,13.0,1.0,7,1606.0,1601.0,12.0,6.0,79.0,74.0,-5.0
981,8.0,12.0,5.0,2,1550.0,1544.0,29.0,4.0,106.0,123.0,-6.0
985,11.0,28.0,1.0,2,1025.0,1023.0,15.0,8.0,162.0,152.0,-2.0
986,8.0,28.0,7.0,3,1056.0,1057.0,31.0,6.0,181.0,184.0,1.0
987,3.0,6.0,7.0,11,1200.0,1156.0,16.0,3.0,138.0,142.0,-4.0
989,2.0,24.0,3.0,2,1211.0,1216.0,13.0,6.0,83.0,72.0,5.0
